,age,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_work,label,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar
454,44,9,1,1,0,0,0,40,>50K,0,0,0,1,0
455,40,11,1,0,1,0,0,40,>50K,1,0,0,0,0
456,30,9,1,1,0,0,0,40,<=50K,0,0,0,0,1
457,38,10,1,0,1,0,0,50,<=50K,1,0,0,0,0
458,23,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
460,44,12,0,1,1,0,0,40,<=50K,1,0,0,0,0
461,54,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
462,32,13,1,1,1,0,0,50,<=50K,0,0,1,0,0
463,50,2,1,1,1,0,0,40,<=50K,1,0,0,0,0
464,24,13,0,1,0,0,0,20,<=50K,0,1,0,0,0
465,37,9,1,1,0,0,0,60,<=50K,0,1,0,0,0
466,52,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
467,38,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
468,49,14,1,1,1,0,1977,45,>50K,0,0,0,0,1
469,30,13,1,1,0,0,0,16,>50K,0,1,0,0,0
470,60,10,0,1,1,0,0,40,>50K,0,0,1,0,0
472,35,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
473,30,9,0,1,1,0,0,60,<=50K,1,0,0,0,0
474,67,11,1,1,0,0,0,24,<=50K,0,1,0,0,0
475,46,13,0,1,0,0,0,40,<=50K,1,0,0,0,0
476,17,5,0,1,1,0,0,6,<=50K,0,1,0,0,0
477,22,10,0,1,1,0,0,30,<=50K,1,0,0,0,0
478,27,6,0,1,1,0,0,40,<=50K,0,1,0,0,0
479,23,9,0,1,0,0,0,35,<=50K,0,1,0,0,0
480,33,12,1,1,1,0,0,45,<=50K,1,0,0,0,0
481,43,10,1,1,1,0,0,20,<=50K,1,0,0,0,0
482,28,13,0,1,1,0,0,20,<=50K,0,0,1,0,0
483,41,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
485,25,10,1,0,0,0,0,20,<=50K,0,1,0,0,0
487,59,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
488,45,13,1,1,0,0,0,40,<=50K,0,0,1,0,0
489,38,13,1,1,1,15024,0,60,>50K,0,0,0,1,0
490,40,9,0,1,0,0,0,35,<=50K,0,1,0,0,0
491,46,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
492,35,12,0,1,0,0,0,60,<=50K,0,0,0,0,1
493,34,9,1,1,0,0,0,25,<=50K,0,0,1,0,0
494,33,13,0,1,1,0,0,20,<=50K,1,0,0,0,0
495,41,9,1,1,0,0,0,36,<=50K,0,1,0,0,0
496,20,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
497,23,3,0,1,1,0,0,40,<=50K,0,1,0,0,0
498,26,10,0,1,0,0,0,35,<=50K,0,0,1,0,0
500,23,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
501,62,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
502,52,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
503,58,10,1,1,0,0,0,42,<=50K,0,1,0,0,0
504,25,13,0,1,0,0,0,40,<=50K,0,0,0,1,0
505,24,13,0,0,1,0,0,40,<=50K,0,0,0,0,1
506,19,10,0,1,1,0,0,8,<=50K,0,1,0,0,0
507,43,10,1,1,1,0,0,40,<=50K,0,0,0,0,1
508,47,9,1,0,0,0,0,40,<=50K,0,1,0,0,0
509,39,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
510,49,11,1,1,1,0,1380,42,<=50K,1,0,0,0,0
512,32,11,0,1,1,0,0,45,<=50K,1,0,0,0,0
513,34,10,1,1,1,0,0,50,>50K,0,0,1,0,0
514,28,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
516,25,10,0,0,0,0,0,20,<=50K,0,1,0,0,0
519,34,13,1,1,1,0,0,50,>50K,0,0,1,0,0
520,38,13,1,1,1,15024,0,80,>50K,0,0,0,0,1
521,50,9,1,1,1,7688,0,50,>50K,0,0,0,0,1
522,24,10,1,0,1,0,0,50,<=50K,1,0,0,0,0
523,37,10,1,1,1,0,0,45,>50K,0,1,0,0,0
524,44,10,1,1,1,0,0,58,>50K,1,0,0,0,0
525,28,10,1,1,0,0,0,40,<=50K,0,0,0,1,0
526,42,13,1,1,1,0,0,40,>50K,0,0,0,0,1
527,74,10,1,1,0,0,0,9,<=50K,0,1,0,0,0
528,38,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
529,44,14,1,1,1,0,0,40,<=50K,0,0,1,0,0
530,44,7,1,0,0,0,0,46,<=50K,1,0,0,0,0
531,26,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
532,36,9,1,0,1,0,0,40,<=50K,0,1,0,0,0
533,41,12,1,1,0,0,0,50,>50K,0,0,0,0,1
534,67,15,1,1,1,20051,0,48,>50K,0,0,1,0,0
535,39,8,1,1,1,0,0,50,<=50K,0,1,0,0,0
536,57,2,1,0,0,0,0,30,<=50K,0,1,0,0,0
537,29,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
538,31,13,0,1,0,0,0,45,<=50K,1,0,0,0,0
540,44,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
541,29,16,0,1,1,0,0,40,<=50K,0,0,1,0,0
542,30,10,0,1,0,0,0,40,<=50K,1,0,0,0,0
543,27,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
544,27,10,1,1,1,0,0,50,<=50K,0,0,0,1,0
545,32,9,0,1,0,0,0,45,<=50K,1,0,0,0,0
546,58,6,1,1,0,0,0,8,<=50K,0,1,0,0,0
547,35,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
548,21,9,0,1,1,0,0,36,<=50K,1,0,0,0,0
549,28,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
550,46,10,1,1,1,0,0,50,<=50K,0,0,0,0,1
551,36,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
552,72,7,1,1,0,0,0,40,<=50K,0,1,0,0,0
553,35,9,1,0,0,0,0,40,<=50K,1,0,0,0,0
554,33,11,1,0,0,0,0,40,>50K,1,0,0,0,0
555,69,7,0,1,0,0,0,40,<=50K,1,0,0,0,0
556,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
558,34,9,1,1,0,0,0,32,<=50K,0,1,0,0,0
559,30,7,1,1,1,0,0,40,<=50K,0,1,0,0,0
560,28,13,0,1,1,0,0,55,<=50K,1,0,0,0,0
561,54,13,1,1,1,0,0,35,>50K,0,0,0,1,0
562,47,10,1,1,1,0,0,50,>50K,0,0,1,0,0
563,24,9,0,0,0,0,0,40,<=50K,1,0,0,0,0
564,52,13,1,1,1,0,0,60,>50K,0,0,1,0,0
565,20,9,0,0,1,0,0,48,<=50K,1,0,0,0,0
566,43,14,1,1,1,5013,0,45,<=50K,0,0,0,0,1
567,45,4,1,1,0,0,0,40,<=50K,0,1,0,0,0
568,29,9,1,1,1,0,0,35,<=50K,1,0,0,0,0
569,47,14,1,1,1,0,0,42,<=50K,0,0,0,0,1
570,24,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
571,51,9,1,1,1,0,0,40,<=50K,0,0,1,0,0
572,17,7,0,1,1,0,0,12,<=50K,0,0,0,1,0
573,37,11,1,1,1,0,1977,40,>50K,1,0,0,0,0
574,27,16,0,1,0,0,0,70,<=50K,0,0,1,0,0
575,29,13,1,1,1,0,0,40,>50K,0,0,0,0,1
577,36,12,1,1,0,0,0,35,<=50K,0,0,0,1,0
578,58,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
579,26,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
581,57,9,1,1,1,0,0,40,>50K,0,0,0,1,0
582,59,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
583,27,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
584,31,13,0,1,1,0,0,40,<=50K,0,1,0,0,0
585,21,10,0,1,0,0,0,24,<=50K,0,0,0,1,0
586,29,10,0,1,1,0,0,60,<=50K,0,1,0,0,0
587,18,7,0,1,1,0,0,40,<=50K,0,1,0,0,0
588,52,6,1,1,1,0,1887,47,>50K,1,0,0,0,0
589,57,13,1,1,1,0,0,80,<=50K,0,0,1,0,0
592,60,4,0,1,1,0,0,48,>50K,1,0,0,0,0
593,31,13,1,1,1,7688,0,40,>50K,0,0,1,0,0
594,23,13,0,1,0,0,0,40,<=50K,0,1,0,0,0
595,27,9,0,1,1,0,0,40,<=50K,0,0,0,1,0
597,42,15,1,1,1,0,1902,50,>50K,0,0,1,0,0
598,25,10,0,1,1,2174,0,40,<=50K,0,1,0,0,0
599,49,13,0,1,0,0,0,45,<=50K,0,0,1,0,0
600,32,13,0,1,1,0,0,40,<=50K,0,1,0,0,0
601,19,10,0,1,1,0,0,28,<=50K,0,1,0,0,0
602,60,4,1,1,0,0,0,40,<=50K,0,1,0,0,0
603,42,5,1,1,1,0,0,40,<=50K,0,1,0,0,0
604,35,12,0,1,1,0,0,40,<=50K,1,0,0,0,0
605,48,9,0,0,0,0,0,37,<=50K,0,1,0,0,0
606,51,14,1,1,1,0,0,40,>50K,1,0,0,0,0
607,29,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
608,36,9,1,0,1,0,0,40,<=50K,0,0,0,0,1
609,17,6,0,1,0,0,0,21,<=50K,0,1,0,0,0
610,52,14,1,1,0,6849,0,60,<=50K,0,0,1,0,0
611,24,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
612,24,9,1,1,1,0,0,50,<=50K,1,0,0,0,0
613,26,13,0,1,1,1055,0,40,<=50K,0,0,1,0,0
614,27,13,0,1,0,0,0,20,<=50K,0,1,0,0,0
615,39,9,0,1,1,0,0,60,<=50K,1,0,0,0,0
616,30,9,1,0,1,0,0,45,<=50K,1,0,0,0,0
617,50,9,1,1,1,0,0,32,<=50K,0,0,0,0,1
618,52,13,1,1,1,0,0,55,<=50K,0,0,0,1,0
619,46,15,1,1,1,15024,0,45,>50K,0,0,1,0,0
620,23,13,0,1,0,0,0,20,<=50K,0,0,0,1,0
621,45,7,1,0,0,0,0,20,<=50K,0,1,0,0,0
622,65,5,1,0,0,0,0,24,<=50K,0,1,0,0,0
623,29,11,1,1,1,0,0,55,<=50K,1,0,0,0,0
624,47,5,1,1,1,0,0,40,<=50K,1,0,0,0,0
625,30,9,0,0,1,0,0,60,<=50K,1,0,0,0,0
626,34,9,1,1,1,0,0,45,>50K,0,0,0,1,0
627,38,9,1,1,1,0,0,64,<=50K,0,0,0,1,0
628,33,10,1,1,1,0,0,40,>50K,0,0,0,0,1
629,49,13,1,1,1,0,0,26,>50K,0,0,0,1,0
630,47,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
631,49,6,1,0,0,0,0,40,<=50K,0,1,0,0,0
632,43,10,1,1,1,15024,0,60,>50K,1,0,0,0,0
633,30,13,1,0,0,0,0,40,>50K,0,1,0,0,0
634,58,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
635,19,9,0,1,0,0,0,14,<=50K,0,1,0,0,0
636,21,13,0,1,1,0,0,40,<=50K,1,0,0,0,0
637,33,13,1,1,1,15024,0,60,>50K,0,0,0,0,1
638,47,3,1,1,1,0,0,50,<=50K,1,0,0,0,0
639,52,16,1,1,1,0,0,60,>50K,0,0,1,0,0
640,26,9,1,1,1,0,0,55,<=50K,1,0,0,0,0
641,60,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
642,21,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
643,36,10,1,1,1,5178,0,50,>50K,0,0,0,1,0
644,31,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
645,50,16,1,1,1,0,0,40,>50K,0,0,1,0,0
646,31,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
647,71,9,1,1,1,0,0,15,<=50K,1,0,0,0,0
649,30,13,1,1,1,0,0,40,>50K,0,1,0,0,0
650,20,10,0,1,1,0,0,20,<=50K,0,1,0,0,0
651,24,9,0,1,1,4101,0,50,<=50K,0,0,0,0,1
652,35,16,1,0,1,0,0,40,>50K,0,0,1,0,0
653,38,10,1,1,0,0,0,45,<=50K,0,0,0,0,1
654,27,9,0,1,0,0,0,32,<=50K,1,0,0,0,0
655,29,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
657,34,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
658,44,4,1,1,1,0,0,35,<=50K,1,0,0,0,0
659,43,9,1,1,1,0,0,40,>50K,1,0,0,0,0
660,44,8,1,0,1,0,0,40,>50K,1,0,0,0,0
661,35,14,0,1,1,0,0,60,<=50K,0,0,0,1,0
662,27,10,0,1,1,0,0,40,<=50K,0,0,1,0,0
663,43,14,0,1,1,0,0,38,<=50K,0,0,1,0,0
664,20,10,0,1,0,0,0,25,<=50K,0,0,0,1,0
665,42,12,1,1,0,8614,0,40,>50K,0,0,1,0,0
666,27,10,1,1,1,3411,0,40,<=50K,1,0,0,0,0
667,42,9,1,0,1,0,0,40,>50K,1,0,0,0,0
669,24,5,0,1,1,0,1721,40,<=50K,1,0,0,0,0
670,48,10,1,1,1,0,0,40,<=50K,0,0,0,0,1
672,17,7,0,1,1,0,0,10,<=50K,1,0,0,0,0
673,33,13,1,1,1,0,0,40,>50K,0,0,0,0,1
674,50,9,1,1,1,0,0,50,>50K,0,0,0,1,0
675,22,9,0,1,0,2597,0,40,<=50K,0,0,0,1,0
676,17,8,0,1,1,0,0,16,<=50K,0,1,0,0,0
677,32,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
678,31,9,0,1,1,0,0,45,<=50K,1,0,0,0,0
679,58,9,1,1,1,0,0,50,<=50K,0,0,0,0,1
680,29,9,0,1,1,0,0,48,<=50K,0,1,0,0,0
681,37,11,1,1,1,0,0,40,>50K,1,0,0,0,0
682,34,9,1,1,1,0,0,40,>50K,1,0,0,0,0
683,23,10,1,0,1,0,0,40,<=50K,0,0,0,0,1
684,18,7,0,1,0,0,0,5,<=50K,0,1,0,0,0
685,34,9,1,1,0,0,0,40,<=50K,0,0,0,0,1
687,45,13,1,1,0,0,0,55,<=50K,0,0,1,0,0
688,41,14,0,1,1,0,0,35,<=50K,0,0,0,0,1
689,26,9,0,1,1,0,0,30,<=50K,0,1,0,0,0
690,54,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
691,24,10,0,0,0,0,0,45,<=50K,1,0,0,0,0
692,42,10,1,1,1,0,0,50,<=50K,0,0,1,0,0
693,20,10,0,1,1,0,0,20,<=50K,0,0,1,0,0
694,23,13,0,1,0,0,0,20,<=50K,0,1,0,0,0
696,35,14,0,1,1,0,0,60,>50K,0,0,1,0,0
697,31,14,1,1,1,0,1902,40,>50K,0,1,0,0,0
698,30,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
699,19,9,0,1,0,0,0,20,<=50K,0,0,0,1,0
700,36,13,0,1,1,0,0,50,<=50K,0,0,1,0,0
701,31,13,1,1,0,0,1380,40,<=50K,0,0,0,1,0
702,21,10,0,1,1,0,0,30,<=50K,1,0,0,0,0
703,31,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
704,46,16,1,1,0,25236,0,65,>50K,0,0,1,0,0
705,44,13,1,1,0,0,0,50,>50K,0,0,0,0,1
706,40,8,1,0,1,0,0,40,<=50K,0,1,0,0,0
707,45,10,0,0,1,0,0,40,<=50K,0,0,0,1,0
708,60,9,1,1,1,0,0,35,<=50K,1,0,0,0,0
709,18,7,0,1,1,0,0,25,<=50K,0,1,0,0,0
710,28,13,1,1,1,0,0,40,<=50K,0,0,1,0,0
711,36,10,1,0,0,0,0,40,<=50K,0,1,0,0,0
713,40,11,1,1,1,4386,0,40,<=50K,0,1,0,0,0
714,36,13,1,1,0,0,0,35,<=50K,0,1,0,0,0
715,31,9,1,0,0,0,0,40,<=50K,0,1,0,0,0
716,33,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
717,19,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
718,22,10,0,1,0,0,0,15,<=50K,0,0,0,1,0
719,34,13,1,1,1,0,0,45,>50K,0,0,0,0,1
720,33,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
721,41,9,1,1,1,0,2051,60,<=50K,1,0,0,0,0
722,29,13,0,1,1,4650,0,40,<=50K,0,0,1,0,0
723,50,9,1,1,1,0,0,42,>50K,0,0,0,0,1
724,42,13,1,1,1,7298,0,45,>50K,0,0,0,0,1
726,44,9,1,1,0,0,0,40,<=50K,0,0,0,1,0
727,20,10,0,1,0,0,0,20,<=50K,0,1,0,0,0
728,31,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
730,23,10,0,1,0,0,0,24,<=50K,0,1,0,0,0
731,55,10,1,0,0,0,0,40,<=50K,0,1,0,0,0
732,26,11,1,1,1,0,2377,45,<=50K,0,1,0,0,0
733,25,11,0,1,0,0,0,15,<=50K,0,1,0,0,0
735,35,10,1,1,1,2407,0,40,<=50K,1,0,0,0,0
736,36,10,0,0,0,0,0,36,<=50K,0,0,0,1,0
737,43,13,1,1,1,0,0,50,<=50K,0,0,1,0,0
738,56,9,1,0,0,594,0,20,<=50K,0,1,0,0,0
739,42,13,1,1,1,0,0,40,>50K,0,1,0,0,0
740,19,10,0,1,0,0,0,25,<=50K,0,1,0,0,0
741,55,9,1,1,1,0,0,72,<=50K,1,0,0,0,0
742,42,14,0,1,0,14084,0,50,>50K,0,0,0,0,1
743,26,11,0,1,1,0,0,40,<=50K,0,1,0,0,0
744,17,8,0,1,1,0,0,20,<=50K,1,0,0,0,0
745,42,13,1,1,0,0,0,40,>50K,0,0,1,0,0
746,55,9,1,1,1,7688,0,40,>50K,1,0,0,0,0
747,32,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
748,29,7,0,0,1,0,0,40,<=50K,1,0,0,0,0
749,46,13,1,1,1,0,0,37,<=50K,0,0,1,0,0
750,29,13,1,1,1,7688,0,40,>50K,0,0,0,0,1
751,22,13,0,1,1,0,0,20,<=50K,0,0,1,0,0
752,58,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
753,23,9,0,1,1,0,0,50,<=50K,1,0,0,0,0
754,39,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
755,27,11,0,1,1,0,0,38,<=50K,1,0,0,0,0
756,54,9,1,1,1,0,0,40,>50K,1,0,0,0,0
757,33,13,0,1,0,0,0,45,<=50K,0,0,1,0,0
758,46,9,1,1,0,0,0,40,>50K,0,1,0,0,0
759,37,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
760,36,9,0,1,0,0,0,18,<=50K,0,1,0,0,0
761,59,9,1,1,0,0,0,38,>50K,0,1,0,0,0
762,34,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
763,53,16,1,1,1,0,0,70,>50K,0,0,0,0,1
764,51,13,0,1,1,0,0,55,>50K,0,0,0,1,0
765,32,6,1,1,0,0,0,42,<=50K,0,1,0,0,0
766,31,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
767,22,10,1,1,0,0,0,30,<=50K,0,0,0,1,0
768,47,13,1,1,0,0,0,50,<=50K,0,0,0,1,0
769,32,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
770,26,10,0,1,0,0,0,38,<=50K,1,0,0,0,0
771,37,3,1,1,1,0,0,32,<=50K,1,0,0,0,0
772,31,9,1,1,1,0,0,55,<=50K,1,0,0,0,0
773,37,11,1,1,0,0,0,24,>50K,0,1,0,0,0
774,55,9,0,1,1,0,0,38,<=50K,0,0,0,1,0
775,23,11,1,1,1,0,0,56,<=50K,0,1,0,0,0
776,36,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
778,43,13,1,1,1,0,0,50,>50K,0,0,0,1,0
779,54,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
781,28,11,0,1,0,0,1669,42,<=50K,1,0,0,0,0
782,40,11,1,1,1,0,0,50,>50K,0,0,0,0,1
783,41,10,1,1,1,0,0,60,<=50K,0,0,0,0,1
784,40,13,0,0,0,0,0,55,>50K,0,0,0,1,0
785,42,10,1,0,0,0,0,38,<=50K,0,1,0,0,0
786,61,9,1,1,1,0,2352,50,<=50K,1,0,0,0,0
787,18,8,0,1,1,0,0,30,<=50K,1,0,0,0,0
790,48,11,1,1,1,0,0,50,>50K,0,1,0,0,0
791,41,13,1,1,1,0,0,40,<=50K,0,1,0,0,0
793,23,9,0,1,0,2463,0,40,<=50K,0,0,0,1,0
794,60,9,1,1,1,0,0,60,>50K,1,0,0,0,0
795,22,10,0,0,1,0,0,20,<=50K,0,1,0,0,0
796,61,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
797,25,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
798,46,14,0,1,1,0,0,35,>50K,0,1,0,0,0
799,43,13,1,1,1,0,1902,40,>50K,0,0,0,0,1
800,43,12,1,1,1,0,0,40,<=50K,1,0,0,0,0
801,24,9,0,0,1,0,1721,30,<=50K,0,1,0,0,0
802,68,7,0,1,1,0,0,20,<=50K,1,0,0,0,0
803,31,9,1,1,0,0,0,38,<=50K,0,1,0,0,0
804,17,7,0,1,0,0,0,20,<=50K,0,0,0,1,0
805,32,9,1,1,1,5178,0,48,>50K,1,0,0,0,0
807,33,13,1,1,1,3103,0,47,>50K,0,0,1,0,0
808,64,13,1,1,1,0,0,40,>50K,0,0,1,0,0
809,20,9,0,1,1,0,0,30,<=50K,1,0,0,0,0
810,30,9,1,1,0,0,0,36,<=50K,0,1,0,0,0
812,43,10,1,1,1,0,0,45,<=50K,0,0,0,0,1
813,22,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
814,17,6,0,1,1,0,0,20,<=50K,1,0,0,0,0
815,47,9,1,1,0,0,0,75,<=50K,0,1,0,0,0
816,41,11,0,1,0,0,0,60,<=50K,0,0,1,0,0
817,56,10,1,1,1,0,0,50,>50K,1,0,0,0,0
818,64,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
819,47,9,1,1,1,0,0,50,>50K,1,0,0,0,0
820,48,11,0,1,1,0,0,40,<=50K,0,1,0,0,0
821,31,14,0,1,0,0,0,46,<=50K,0,0,1,0,0
822,29,11,0,1,1,0,0,40,<=50K,0,1,0,0,0
823,30,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
824,32,9,1,1,1,0,1672,60,<=50K,0,0,0,0,1
825,57,9,1,1,1,0,653,42,>50K,1,0,0,0,0
826,62,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
827,39,9,1,1,0,0,0,24,<=50K,1,0,0,0,0
828,43,10,0,1,1,0,0,25,<=50K,0,1,0,0,0
829,24,13,0,1,1,0,0,40,<=50K,0,0,0,1,0
831,53,10,1,1,0,4386,0,40,>50K,0,1,0,0,0
832,26,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
833,73,9,1,1,1,0,0,40,<=50K,0,0,0,0,1
835,55,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
836,25,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
837,41,13,1,1,0,0,0,50,>50K,0,0,1,0,0
838,24,13,0,1,1,0,0,50,<=50K,0,0,0,0,1
839,63,9,1,1,1,0,0,6,<=50K,1,0,0,0,0
840,17,7,0,1,1,0,0,20,<=50K,0,0,0,1,0
841,35,10,1,1,1,0,0,50,<=50K,1,0,0,0,0
842,51,10,1,1,1,0,0,40,>50K,0,0,1,0,0
843,62,13,1,1,0,0,0,48,<=50K,0,0,1,0,0
844,55,9,1,1,1,4386,0,40,>50K,1,0,0,0,0
845,43,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
846,40,9,1,1,0,0,0,50,<=50K,0,1,0,0,0
847,37,13,1,1,1,0,0,45,>50K,0,0,0,0,1
848,39,13,1,1,1,0,0,40,<=50K,1,0,0,0,0
849,31,9,0,1,1,0,0,18,<=50K,1,0,0,0,0
850,61,14,1,1,0,0,0,40,>50K,0,0,1,0,0
851,26,11,1,1,0,0,0,55,<=50K,0,1,0,0,0
852,46,9,1,1,1,0,0,50,<=50K,0,0,0,1,0
853,26,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
854,48,16,1,1,1,0,0,50,>50K,0,0,1,0,0
855,34,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
856,34,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
857,59,9,1,1,1,0,0,40,>50K,0,1,0,0,0
858,34,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
859,49,13,0,1,0,0,0,56,>50K,0,0,0,0,1
860,18,7,0,1,0,0,0,20,<=50K,0,1,0,0,0
861,43,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
862,48,7,1,1,1,0,0,50,<=50K,0,0,0,0,1
863,28,10,1,1,1,0,0,70,<=50K,0,0,0,0,1
864,33,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
865,24,10,0,1,0,0,0,15,<=50K,0,0,0,1,0
866,21,6,0,1,1,0,0,40,<=50K,1,0,0,0,0
867,17,7,0,1,1,0,0,28,<=50K,0,0,0,1,0
868,39,10,1,1,1,0,0,50,>50K,1,0,0,0,0
869,29,13,1,1,1,0,0,40,<=50K,0,0,1,0,0
870,44,13,1,1,1,0,0,40,>50K,0,0,0,0,1
871,24,10,0,1,1,0,0,50,<=50K,1,0,0,0,0
872,71,14,1,1,1,10605,0,40,>50K,0,0,0,1,0
873,51,13,1,0,1,0,2415,40,>50K,0,0,0,1,0
874,55,3,1,0,1,0,0,25,<=50K,0,1,0,0,0
875,41,13,1,1,1,0,0,60,>50K,0,0,0,0,1
876,23,9,0,0,0,0,0,7,<=50K,1,0,0,0,0
877,38,11,1,1,0,0,0,40,<=50K,0,1,0,0,0
878,39,9,1,1,1,0,0,40,>50K,1,0,0,0,0
879,19,9,0,1,0,0,0,30,<=50K,0,1,0,0,0
880,49,5,1,1,0,0,0,40,<=50K,1,0,0,0,0
881,32,13,1,1,1,0,0,40,>50K,0,1,0,0,0
882,27,9,1,1,1,0,0,70,<=50K,1,0,0,0,0
883,38,13,1,1,1,0,0,50,>50K,0,0,0,1,0
884,33,10,1,1,0,0,0,60,<=50K,1,0,0,0,0
886,23,13,0,1,1,0,0,28,<=50K,0,0,0,0,1
888,54,9,1,0,1,0,0,40,<=50K,0,0,0,1,0
889,29,11,1,1,0,2174,0,45,<=50K,0,1,0,0,0
891,35,13,0,1,1,0,0,40,<=50K,0,0,0,0,1
892,28,11,1,0,0,0,0,40,<=50K,0,1,0,0,0
893,37,13,1,1,1,7688,0,50,>50K,0,0,1,0,0
894,42,15,1,1,1,0,0,65,>50K,1,0,0,0,0
895,40,14,1,1,1,0,0,40,<=50K,0,0,1,0,0
896,47,10,1,1,1,0,0,55,<=50K,0,0,0,1,0
897,22,13,0,1,0,0,0,50,<=50K,0,0,0,0,1
898,30,13,1,1,1,0,0,45,>50K,0,0,0,0,1
899,28,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
900,63,4,1,1,1,0,0,55,<=50K,0,1,0,0,0
901,51,5,1,1,1,0,0,20,<=50K,1,0,0,0,0
902,22,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
904,35,9,0,1,1,0,0,45,<=50K,0,0,0,1,0
905,46,9,1,1,0,0,0,38,<=50K,1,0,0,0,0
906,37,10,1,1,1,0,0,52,<=50K,1,0,0,0,0
907,24,13,0,0,1,0,0,15,<=50K,0,0,1,0,0
908,37,9,1,1,1,0,0,10,<=50K,1,0,0,0,0
909,53,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
910,27,9,0,1,1,0,0,30,<=50K,0,0,0,1,0
911,38,10,1,1,1,0,0,44,<=50K,1,0,0,0,0
912,53,6,1,1,1,0,0,60,<=50K,1,0,0,0,0
913,34,10,0,1,1,0,0,40,<=50K,1,0,0,0,0
914,23,9,0,0,1,0,0,40,<=50K,0,0,0,1,0
915,39,13,1,1,1,15024,0,45,>50K,0,0,0,0,1
